molecule_chembl_id,canonical_smiles,pref_name
CHEMBL585927,CNc1ccn(-c2ccccc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)cn1,Unknown
CHEMBL599224,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,Unknown
CHEMBL599428,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,Unknown
CHEMBL597754,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,Unknown
CHEMBL1081443,COc1cc(Nc2nc3cccc(-c4ccccn4)c3o2)cc(OC)c1OC,Unknown
CHEMBL1081290,COc1cc(Nc2nc3cccc(-c4ccccc4)c3o2)cc(OC)c1OC,Unknown
CHEMBL1081291,COc1cc(Nc2nc3cccc(-c4cccc(Cl)c4)c3o2)cc(OC)c1OC,Unknown
CHEMBL1081292,COc1ccc(-c2cccc3nc(Nc4cc(OC)c(OC)c(OC)c4)oc23)cc1,Unknown
CHEMBL1081975,COc1cc(Nc2nc3cccc(-c4ccc5ncccc5c4)c3o2)cc(OC)c1OC,Unknown
CHEMBL1081976,COc1cc(Nc2nc3cccc(-c4cccc(NS(C)(=O)=O)c4)c3o2)cc(OC)c1OC,Unknown
CHEMBL1081977,COc1cc(Nc2nc3cccc(-c4ccc(NS(C)(=O)=O)cc4)c3o2)cc(OC)c1OC,Unknown
CHEMBL1081978,COc1cc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3o2)cc(OC)c1OC,Unknown
CHEMBL1081484,COc1cc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)c(F)c4)c3o2)cc(OC)c1OC,Unknown
CHEMBL1081485,COc1cc(Nc2nc3cccc(-c4ccc(CN5CCOCC5)cc4)c3o2)cc(OC)c1OC,Unknown
CHEMBL1081663,CN(C)C(=O)c1ccc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3o2)cc1,Unknown
CHEMBL1081664,Cc1cc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3o2)ccc1C(=O)N(C)C,Unknown
CHEMBL1080159,Cc1cc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)ccc1C(=O)N(C)C,Unknown
CHEMBL1082022,CNC(=O)c1ccc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)cc1C,Unknown
CHEMBL1082023,Cc1cc(-c2cccc3nc(Nc4ccc(N5CCN(C)CC5)cc4)oc23)ccc1C(=O)N1CCOCC1,Unknown
CHEMBL1076700,Cc1cc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)ccc1C(=O)NCCCN(C)C,Unknown
CHEMBL1093749,CNS(=O)(=O)c1ccc(-c2cccc3ncc(-c4cc(OC)c(OC)c(OC)c4)nc23)cc1,Unknown
CHEMBL1093191,COc1cc(-c2cnc3cccc(-c4ccc(CC(=O)N5CCOCC5)cc4)c3n2)cc(OC)c1OC,Unknown
CHEMBL1093468,COc1cc(-c2cnc3cccc(-c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,Unknown
CHEMBL1089833,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,Unknown
CHEMBL1091190,COc1cc(-c2cnc3cc(C)cc(-c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,Unknown
CHEMBL1091191,COc1cc(-c2cnc3cc(F)cc(-c4ccc(CC(=O)N5CCOCC5)cc4)c3n2)cc(OC)c1OC,Unknown
CHEMBL1091565,COc1cc(-c2cnc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3n2)cc(OC)c1OC,Unknown
CHEMBL1092588,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4)c3n2)cc(OC)c1OC,Unknown
CHEMBL1093454,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)c(C)c4)c3n2)cc(OC)c1OC,Unknown
CHEMBL1088856,COc1cc(-c2cnc3cccc(-c4ccc(C(=O)N5CCOCC5)c(C)c4)c3n2)cc(OC)c1OC,Unknown
CHEMBL1088857,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)c(F)c4)c3n2)cc(OC)c1OC,Unknown
CHEMBL1089813,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4C)c3n2)cc(OC)c1OC,Unknown
CHEMBL1089814,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4F)c3n2)cc(OC)c1OC,Unknown
CHEMBL1092063,Cc1cc(-c2cnc3cccc(-c4ccc(CN5CCS(=O)(=O)CC5)cc4)c3n2)ccc1C(=O)N1CCN(C)CC1,Unknown
CHEMBL1089815,Cc1cc(-c2cccc3ncc(-c4ccc(C(=O)N5CCOCC5)c(C)c4)nc23)ccc1CN1CCOCC1,Unknown
CHEMBL1092840,Cc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)c(F)c4)c3n2)ccc1C(=O)N1CCOCC1,Unknown
CHEMBL1093119,Cc1cc(-c2cnc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3n2)ccc1C(=O)N1CCOCC1,Unknown
CHEMBL1089773,CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCOCC6)c(F)c5)c4n3)cc2)CC1,Unknown
CHEMBL1092925,CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCS(=O)(=O)CC6)c(F)c5)c4n3)cn2)CC1,Unknown
CHEMBL1092926,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,Unknown
CHEMBL1085511,CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4ccc(N5CCN(C)CC5)cc4)cnn3c2N)cc1,Unknown
CHEMBL1272116,CC(C)c1n[nH]c(Cl)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1,Unknown
CHEMBL1272171,CC(C)c1n[nH]c(C(F)(F)F)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1,Unknown
CHEMBL1287883,Nc1nc(Nc2cccc(S(N)(=O)=O)c2)nn1C(=O)c1c(F)cccc1F,Unknown
CHEMBL1287812,CCOC(=O)c1cccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)c1,Unknown
CHEMBL1287910,Nc1nc(Nc2cccc(C(=O)O)c2)nn1C(=O)c1c(F)cccc1F,Unknown
CHEMBL1287940,COC(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,Unknown
CHEMBL1287941,Nc1nc(Nc2ccc(C(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,Unknown
CHEMBL1287971,Nc1nc(Nc2ccccc2)nn1C(=O)c1c(F)cccc1F,Unknown
CHEMBL1288001,CN(C)c1cccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)c1,Unknown
CHEMBL1288002,CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,Unknown
CHEMBL1288032,Nc1nc(Nc2cccnc2)nn1C(=O)c1c(F)cccc1F,Unknown
CHEMBL1288062,CCOC(=O)c1cccc(Nc2nc(N)n(C(=O)c3ccccc3F)n2)c1,Unknown
CHEMBL3116050,C[C@H](Nc1nc(Nc2cn(C)cn2)c2cc[nH]c2n1)c1ncc(F)cn1,Unknown
CHEMBL3622826,NCCn1c(C2CCNCC2)nc2cc(C(N)=O)ccc21,Unknown
CHEMBL376505,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,Unknown
CHEMBL228043,C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br,Unknown
CHEMBL246356,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1,Unknown
CHEMBL253292,CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1,Unknown
CHEMBL500779,Nc1n[nH]c2ccc(-c3ccccc3)cc12,Unknown
CHEMBL446576,Nc1n[nH]c2cc(-c3ccccc3)ccc12,Unknown
CHEMBL479619,Nc1n[nH]c2ccc(-c3cc[nH]n3)cc12,Unknown
CHEMBL479620,Nc1n[nH]c2ccc(-c3ccncc3)cc12,Unknown
CHEMBL481584,Cc1noc(C)c1-c1ccc2[nH]nc(N)c2c1,Unknown
CHEMBL510641,Cc1nc(C)c(-c2ccc3[nH]nc(N)c3c2)s1,Unknown
CHEMBL498859,Nc1n[nH]c2ccc(-c3ccccc3Cl)cc12,Unknown
CHEMBL481583,Nc1n[nH]c2ccc(-c3cccc(Cl)c3)cc12,Unknown
CHEMBL481585,Nc1n[nH]c2ccc(-c3cccc(Cl)n3)cc12,Unknown
CHEMBL519279,CN1CCN(c2ccc(-c3ccc4[nH]nc(N)c4c3)cc2)CC1,Unknown
CHEMBL480998,CC(C)(C)NS(=O)(=O)c1cccc(-c2ccc3[nH]nc(N)c3c2)c1,Unknown
CHEMBL480411,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,Unknown
CHEMBL447670,CC(C)(C)NC(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,Unknown
CHEMBL480412,CC(C)(C)NC(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,Unknown
CHEMBL480606,Nc1n[nH]c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)cc12,Unknown
CHEMBL479830,Nc1n[nH]c2ccc(-c3ccc(CN4CCOCC4)cc3)cc12,Unknown
CHEMBL481985,CCS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,Unknown
CHEMBL520947,Nc1n[nH]c2ccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)cc12,Unknown
CHEMBL482187,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc(Cl)c3[nH]nc(N)c3c2)cc1,Unknown
CHEMBL482188,Cc1cc(-c2ccc(S(=O)(=O)NC(C)(C)C)cc2)cc2c(N)n[nH]c12,Unknown
CHEMBL482189,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)c(Cl)c1,Unknown
CHEMBL465091,Nc1n[nH]c2ccc(Br)cc12,Unknown
CHEMBL501406,Nc1n[nH]c2cc(Br)ccc12,Unknown
CHEMBL257167,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,Unknown
CHEMBL461139,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,Unknown
CHEMBL461140,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,Unknown
CHEMBL459977,C[C@@H]1CCN(C(=O)CC#N)C[C@H]1N(C)c1ncnc2[nH]ccc12,Unknown
CHEMBL459769,C[C@H]1CCN(C(=O)CC#N)C[C@H]1N(C)c1ncnc2[nH]ccc12,TASOCITINIB
CHEMBL494221,O[C@H]1CC[C@H](Nc2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,Unknown
CHEMBL493169,FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCNCC4)nn23)c1,Unknown
CHEMBL559626,CC/C(=C(/CC)c1ccc(O)c(CN(CC)CC)c1)c1ccc(O)c(CN(CC)CC)c1,Unknown
CHEMBL551570,COc1nc(C)cc2c1-c1[nH]c3cc(N4CCN(C)CC4)ccc3c1CCN2CCc1ccccc1,Unknown
CHEMBL564365,Cc1cc2c(c(=O)[nH]1)-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,Unknown
CHEMBL560245,Cc1cc2c(c(Cl)n1)-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,Unknown
CHEMBL563080,Cc1cc(Cl)c2c(n1)N(CCc1ccccc1)CCc1c-2[nH]c2ccccc12,Unknown
CHEMBL563555,COc1nc(C)cc2c1-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,Unknown
CHEMBL563257,COc1cc(C)nc2c1-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,Unknown
CHEMBL3182444,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,MK-5108
CHEMBL1088751,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,PH-797804
CHEMBL1761512,CCCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccccc4)cc23)CC1,Unknown
CHEMBL259850,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,Unknown
CHEMBL1824539,COc1ccc(CNC(=O)Nc2cc(C#N)ccn2)cc1,Unknown
CHEMBL1824540,COc1ccc(CNC(=O)Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,Unknown
CHEMBL1824334,COc1ccc(CNC(=O)Nc2cc(-c3nnn[nH]3)ccn2)cc1,Unknown
CHEMBL1824332,COc1ccc(CNC(=O)Nc2nc3ccc(-c4nnn[nH]4)cc3s2)cc1,Unknown
CHEMBL1982880,COc1ccc(OC)c(Nc2ccc3nnc(-c4ccccc4)n3n2)c1,Unknown
CHEMBL591325,CN(C)CCOc1ccc2c(c1)CCn1nc(-c3ccc(Oc4ccccc4)cc3)c(C(N)=O)c1N2,Unknown
CHEMBL4077967,CN(C)Cc1ccc2ccc(Cl)c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c2c1,Unknown
CHEMBL8056,CN(CC(=O)O)C(=N)CP(=O)([O-])[O-].[Na+].[Na+],Unknown
CHEMBL8013,N=C(CP(=O)([O-])[O-])NCCC(=O)O.[Na+].[Na+],Unknown
CHEMBL8265,N=C(CP(=O)([O-])[O-])NCC(=O)O.[Na+].[Na+],Unknown
CHEMBL260416,O=C(Nc1n[nH]c2nc(-c3ccc(O)c(Br)c3)ccc12)C1CC1,Unknown
CHEMBL261690,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CC1,Unknown
CHEMBL406644,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CCCC1,Unknown
CHEMBL260929,O=C(Nc1n[nH]c2cc(-c3ccc[nH]3)ccc12)C1CC1,Unknown
CHEMBL407980,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CCCC1,Unknown
CHEMBL288143,CCCC(=O)Nc1n[nH]c2nnc(-c3ccccc3)cc12,Unknown
CHEMBL405021,O=C(Nc1n[nH]c2cc(-c3ccccc3)ccc12)C1CC1,Unknown
CHEMBL106060,O=C(Nc1[nH]nc2cc(-c3ccc(O)nc3)ccc12)C1CC1,Unknown
CHEMBL260231,O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CC1,Unknown
CHEMBL260163,O=C(Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12)C1CC1,Unknown
CHEMBL101747,CCN1CCC(CC(=O)Nc2n[nH]c3nc(-c4cccs4)c(Br)cc23)CC1,Unknown
CHEMBL261660,O=C(Nc1n[nH]c2cc(-c3cccc(F)c3)ccc12)C1CC1,Unknown
CHEMBL421207,O=C(Nc1n[nH]c2cc(-c3ccco3)ccc12)C1CC1,Unknown
CHEMBL427909,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(-c3ccccc3)cc12)C1CC1,Unknown
CHEMBL102936,CS(=O)(=O)Nc1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)cc1,Unknown
CHEMBL407113,NS(=O)(=O)c1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,Unknown
CHEMBL408564,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CC1,Unknown
CHEMBL260928,O=C(Nc1n[nH]c2cc(-c3ccsc3)ccc12)C1CC1,Unknown
CHEMBL101804,O=C(Nc1n[nH]c2nc(-c3ccco3)ccc12)C1CC1,Unknown
CHEMBL261440,O=C(Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12)C1CC1,Unknown
CHEMBL103080,CS(=O)(=O)Nc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,Unknown
CHEMBL407981,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,Unknown
CHEMBL103099,O=C(Nc1[nH]nc2cc(-c3ccc4ncccc4c3)ccc12)C1CC1,Unknown
CHEMBL259838,O=C(Nc1n[nH]c2nc(-c3ccc(O)c(Cl)c3)ccc12)C1CC1,Unknown
CHEMBL103098,NS(=O)(=O)c1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)cc1,Unknown
CHEMBL260243,O=C(Nc1n[nH]c2cc(-c3ccoc3)ccc12)C1CC1,Unknown
CHEMBL103112,O=C(Nc1[nH]nc2cc(-c3ccc(F)c(F)c3)ccc12)C1CC1,Unknown
CHEMBL105213,O=C(Nc1[nH]nc2cc(-c3cccc(F)c3F)ccc12)C1CC1,Unknown
CHEMBL260417,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12)C1CC1,Unknown
CHEMBL261659,O=C(Nc1n[nH]c2cc(-c3ccc4[nH]ccc4c3)ccc12)C1CC1,Unknown
CHEMBL260135,Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,Unknown
CHEMBL259270,O=C(Nc1n[nH]c2nc(-c3ccccc3)c(Br)cc12)C1CC1,Unknown
CHEMBL419903,O=C(Nc1n[nH]c2cc(-c3ccc(F)cc3)ccc12)C1CC1,Unknown
CHEMBL318522,O=C(Nc1n[nH]c2cc(-c3cccs3)ccc12)C1CC1,Unknown
CHEMBL317657,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CCN(Cc2ccccc2)C1,Unknown
CHEMBL280221,O=C(Nc1[nH]nc2cc(-c3ccccc3F)ccc12)C1CC1,Unknown
CHEMBL405145,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)ccc12)C1CC1,Unknown
CHEMBL428968,Nc1n[nH]c2nccc(-c3ccccc3)c12,Unknown
CHEMBL407002,CCCC(=O)Nc1n[nH]c2ncc(-c3cccnc3)cc12,Unknown
CHEMBL407374,CCCC(=O)Nc1n[nH]c2ncccc12,Unknown
CHEMBL41783,CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12,Unknown
CHEMBL264161,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc(F)c3F)cc12,Unknown
CHEMBL261549,CCCC(=O)Nc1n[nH]c2cnc(-c3ccccc3)cc12,Unknown
CHEMBL290147,Nc1noc2ncc(-c3ccccc3)cc12,Unknown
CHEMBL40835,Cn1nc(N)c2cc(-c3ccccc3)cnc21,Unknown
CHEMBL260329,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc4ccccc34)cc12,Unknown
CHEMBL264162,CCCC(=O)Nc1n[nH]c2ncc(B3OC(C)(C)C(C)(C)O3)cc12,Unknown
CHEMBL258483,O=C(Nc1n[nH]c2ncc(-c3ccccc3)cc12)C1CCCC1,Unknown
CHEMBL288448,CC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,Unknown
CHEMBL406701,CCC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,Unknown
CHEMBL261441,O=C(CCCN1CCCC1)Nc1n[nH]c2nnc(-c3ccccc3)cc12,Unknown
CHEMBL40493,Nc1c[nH]c2ncc(-c3ccccc3)cc12,Unknown
CHEMBL259744,CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3ccccc3)cc12,Unknown
CHEMBL263907,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc(F)c3)cc12,Unknown
CHEMBL407003,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3Cl)cc12,Unknown
CHEMBL261052,CCCC(=O)Nc1n[nH]c2ncc(-c3ccc(-c4ccccc4)cc3)cc12,Unknown
CHEMBL261439,Nc1n[nH]c2ncc(-c3ccccc3)cc12,Unknown
CHEMBL259925,Nc1n[nH]c2cnc(-c3ccccc3)cc12,Unknown
CHEMBL406062,CCCC(=O)Nc1n[nH]c2ncc(-c3ccc4ccccc4c3)cc12,Unknown
CHEMBL261661,CCCC(=O)Nc1n[nH]c2cnc(-c3ccccc3)nc12,Unknown
CHEMBL408634,Nc1n[nH]c2nnc(-c3ccccc3)cc12,Unknown
CHEMBL261366,CCCC(=O)Nc1n[nH]c2ccc(-c3ccccc3)cc12,Unknown
CHEMBL261596,CC(C)C(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,Unknown
CHEMBL409738,CCN1CCN(CCCC(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,Unknown
CHEMBL258701,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,Unknown
CHEMBL408809,CCNC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,Unknown
CHEMBL406125,CN1CCC(C(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,Unknown
CHEMBL261127,CCCC(=O)Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,Unknown
CHEMBL259271,CCN1CCN(CCCCC(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,Unknown
CHEMBL407373,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3F)cc12,Unknown
CHEMBL287731,CS(=O)(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,Unknown
CHEMBL261264,CCCC(=O)Nc1n[nH]c2ncc(-c3ccncc3)cc12,Unknown
CHEMBL261518,O=C(CCCN1CCOCC1)Nc1n[nH]c2nnc(-c3ccccc3)cc12,Unknown
CHEMBL160968,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccccc1,Unknown
CHEMBL156807,COc1ccc(C2=C(Nc3ccccc3)C(=O)NC2=O)cc1,Unknown
CHEMBL350435,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(O)c1,Unknown
CHEMBL155680,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccc(O)cc1,Unknown
CHEMBL348505,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(C(=O)O)c1,Unknown
CHEMBL345348,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccc(O)c(Cl)c1,Unknown
CHEMBL349540,COc1ccccc1C1=C(Nc2ccc(SC)cc2)C(=O)NC1=O,Unknown
CHEMBL347134,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,Unknown
CHEMBL156563,CSc1ccc(NC2=C(c3ccccc3Cl)C(=O)NC2=O)cc1,Unknown
CHEMBL158781,CN1C(=O)C(Nc2ccccc2)=C(c2ccccc2)C1=O,Unknown
CHEMBL158208,COc1ccc(C2=C(Nc3cccc(Cl)c3)C(=O)NC2=O)cc1,Unknown
CHEMBL345801,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cccc(Cl)c1,Unknown
CHEMBL155931,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1cccc(O)c1,Unknown
CHEMBL157141,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1ccc(O)c(Cl)c1,Unknown
CHEMBL159149,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cccc(C(=O)O)c1,Unknown
CHEMBL160743,CSc1ccc(NC2=C(c3cccc(Cl)c3)C(=O)NC2=O)cc1,Unknown
CHEMBL156153,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1cccc([N+](=O)[O-])c1,Unknown
CHEMBL156524,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1ccc(Cl)cc1,Unknown
CHEMBL155967,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1ccccc1Cl,Unknown
CHEMBL346371,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccccc1,Unknown
CHEMBL157258,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cc(Cl)c(O)c(Cl)c1,Unknown
CHEMBL158559,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cccc(O)c1,Unknown
CHEMBL346493,COc1cccc(C2=C(Nc3cccc(C(=O)O)c3)C(=O)NC2=O)c1,Unknown
CHEMBL155904,COc1cccc(C2=C(N(C)c3ccccc3)C(=O)NC2=O)c1,Unknown
CHEMBL160333,O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(O)c(Cl)c1,Unknown
CHEMBL156684,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(O)c(Cl)c1,Unknown
CHEMBL156506,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cccc(Cl)c1,Unknown
CHEMBL347857,O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,Unknown
CHEMBL352222,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,Unknown
CHEMBL346996,CSc1ccc(NC2=C(c3cccc([N+](=O)[O-])c3)C(=O)NC2=O)cc1,Unknown
CHEMBL160585,COc1ccccc1C1=C(N2CCc3ccccc32)C(=O)NC1=O,Unknown
CHEMBL347419,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cccc(O)c1,Unknown
CHEMBL349810,COc1cccc(C2=C(Nc3ccc(Cl)c(C(=O)O)c3)C(=O)NC2=O)c1,Unknown
CHEMBL351334,CN(C1=C(c2ccccc2)C(=O)NC1=O)c1ccccc1,Unknown
CHEMBL346721,COc1ccc(C2=C(Nc3cc(Cl)c(O)c(Cl)c3)C(=O)NC2=O)cc1,Unknown
CHEMBL156218,COc1ccc(C2=C(Nc3cccc(C(=O)O)c3)C(=O)NC2=O)cc1,Unknown
CHEMBL156263,COc1ccccc1C1=C(Nc2ccccc2)C(=O)NC1=O,Unknown
CHEMBL346066,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1cccc(Cl)c1,Unknown
CHEMBL347580,COc1ccc(C2=C(N3CCc4ccccc43)C(=O)NC2=O)cc1,Unknown
CHEMBL157089,COc1ccccc1C1=C(Nc2ccc(O)c(Cl)c2)C(=O)NC1=O,Unknown
CHEMBL158526,COc1cccc(C2=C(Nc3ccc(SC)cc3)C(=O)NC2=O)c1,Unknown
CHEMBL351356,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(Cl)c1,Unknown
CHEMBL346829,COc1cccc(C2=C(Nc3cccc(Cl)c3)C(=O)NC2=O)c1,Unknown
CHEMBL160586,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(Cl)c(C(=O)O)c1,Unknown
CHEMBL160231,COc1ccccc1C1=C(Nc2cccc(O)c2)C(=O)NC1=O,Unknown
CHEMBL345212,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1ccc(Cl)c(C(=O)O)c1,Unknown
CHEMBL156801,CN(C1=C(c2cccc([N+](=O)[O-])c2)C(=O)NC1=O)c1ccccc1,Unknown
CHEMBL160829,COc1ccc(C2=C(Nc3cccc(O)c3)C(=O)NC2=O)cc1,Unknown
CHEMBL422714,O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,Unknown
